dataset_id,treat_id,trials,Y_obs,Y_mis,treat
931,2,24968,456,458,Treatment
931,1,25032,440,436,Control
932,2,25003,438,412,Treatment
932,1,24997,480,474,Control
933,1,25193,428,477,Control
933,2,24807,396,408,Treatment
934,2,25190,413,407,Treatment
934,1,24810,443,455,Control
935,1,25069,475,444,Control
935,2,24931,452,451,Treatment
936,1,24970,418,466,Control
936,2,25030,446,456,Treatment
937,1,25048,397,426,Control
937,2,24952,396,439,Treatment
938,2,24908,408,386,Treatment
938,1,25092,454,463,Control
939,2,24939,445,441,Treatment
939,1,25061,428,442,Control
940,1,24989,447,410,Control
940,2,25011,484,428,Treatment
941,2,25053,456,434,Treatment
941,1,24947,421,457,Control
942,2,25190,449,412,Treatment
942,1,24810,449,421,Control
943,2,24993,452,431,Treatment
943,1,25007,450,441,Control
944,2,25058,390,443,Treatment
944,1,24942,435,449,Control
945,2,24946,442,451,Treatment
945,1,25054,459,470,Control
946,2,25141,409,486,Treatment
946,1,24859,448,451,Control
947,1,25138,407,421,Control
947,2,24862,438,441,Treatment
948,2,24958,408,464,Treatment
948,1,25042,408,475,Control
949,2,24944,453,408,Treatment
949,1,25056,469,399,Control
950,1,25146,443,461,Control
950,2,24854,426,416,Treatment
951,1,25041,451,463,Control
951,2,24959,414,432,Treatment
952,1,24983,427,433,Control
952,2,25017,409,451,Treatment
953,1,24776,437,409,Control
953,2,25224,448,461,Treatment
954,1,24908,422,438,Control
954,2,25092,416,436,Treatment
955,1,25133,443,434,Control
955,2,24867,399,476,Treatment
956,1,24992,440,439,Control
956,2,25008,432,407,Treatment
957,2,25063,407,429,Treatment
957,1,24937,431,463,Control
958,1,24946,435,429,Control
958,2,25054,451,444,Treatment
959,1,24891,438,452,Control
959,2,25109,450,429,Treatment
960,2,25111,414,462,Treatment
960,1,24889,414,454,Control
961,2,24979,426,463,Treatment
961,1,25021,434,451,Control
962,2,25120,395,434,Treatment
962,1,24880,389,443,Control
963,2,24933,469,444,Treatment
963,1,25067,448,457,Control
964,1,25079,451,461,Control
964,2,24921,454,488,Treatment
965,2,24855,465,409,Treatment
965,1,25145,459,419,Control
966,2,24814,396,428,Treatment
966,1,25186,438,431,Control
967,2,24805,441,429,Treatment
967,1,25195,441,432,Control
968,2,25038,434,463,Treatment
968,1,24962,412,453,Control
969,2,25088,417,438,Treatment
969,1,24912,426,452,Control
970,2,25011,418,465,Treatment
970,1,24989,471,420,Control
971,2,25107,411,456,Treatment
971,1,24893,458,459,Control
972,1,24959,446,425,Control
972,2,25041,450,414,Treatment
973,1,24922,473,430,Control
973,2,25078,444,465,Treatment
974,1,25004,436,449,Control
974,2,24996,419,424,Treatment
975,1,25036,477,424,Control
975,2,24964,450,461,Treatment
976,2,24936,427,400,Treatment
976,1,25064,465,418,Control
977,1,25288,420,424,Control
977,2,24712,454,433,Treatment
978,1,25144,447,435,Control
978,2,24856,436,437,Treatment
979,1,24830,442,447,Control
979,2,25170,438,370,Treatment
980,2,25060,424,430,Treatment
980,1,24940,456,422,Control
981,1,24929,425,430,Control
981,2,25071,407,422,Treatment
982,1,25012,420,399,Control
982,2,24988,453,460,Treatment
983,2,25003,405,440,Treatment
983,1,24997,426,453,Control
984,2,24994,405,453,Treatment
984,1,25006,443,445,Control
985,2,24976,444,456,Treatment
985,1,25024,440,420,Control
986,1,24978,420,415,Control
986,2,25022,448,447,Treatment
987,2,24789,407,454,Treatment
987,1,25211,466,431,Control
988,2,24958,395,439,Treatment
988,1,25042,480,446,Control
989,1,24962,465,460,Control
989,2,25038,396,430,Treatment
990,2,24766,436,414,Treatment
990,1,25234,444,458,Control
991,2,25061,435,436,Treatment
991,1,24939,455,439,Control
992,2,24874,445,448,Treatment
992,1,25126,408,489,Control
993,1,24869,485,406,Control
993,2,25131,441,474,Treatment
994,2,25089,444,451,Treatment
994,1,24911,409,462,Control
995,2,25123,425,438,Treatment
995,1,24877,412,458,Control
996,1,25126,466,436,Control
996,2,24874,425,463,Treatment
997,1,25011,448,398,Control
997,2,24989,453,462,Treatment
998,2,24906,436,443,Treatment
998,1,25094,421,475,Control
999,1,25220,466,462,Control
999,2,24780,452,449,Treatment
1000,1,24815,420,454,Control
1000,2,25185,472,470,Treatment
1001,1,24850,437,462,Control
1001,2,25150,404,412,Treatment
1002,2,25058,434,438,Treatment
1002,1,24942,451,443,Control
1003,2,25091,439,447,Treatment
1003,1,24909,435,436,Control
1004,2,24956,415,462,Treatment
1004,1,25044,444,461,Control
1005,2,24776,424,460,Treatment
1005,1,25224,448,441,Control
1006,1,25068,437,469,Control
1006,2,24932,440,449,Treatment
1007,1,25069,459,418,Control
1007,2,24931,453,431,Treatment
1008,2,24889,406,421,Treatment
1008,1,25111,462,432,Control
1009,1,24779,422,420,Control
1009,2,25221,423,441,Treatment
1010,1,25019,462,425,Control
1010,2,24981,422,441,Treatment
1011,1,24923,471,455,Control
1011,2,25077,411,451,Treatment
1012,2,25144,425,487,Treatment
1012,1,24856,431,456,Control
1013,1,25093,480,443,Control
1013,2,24907,433,420,Treatment
1014,2,25089,434,449,Treatment
1014,1,24911,406,473,Control
1015,2,25172,462,466,Treatment
1015,1,24828,441,398,Control
1016,1,25012,447,423,Control
1016,2,24988,433,480,Treatment
1017,2,24942,458,462,Treatment
1017,1,25058,431,434,Control
1018,1,24994,418,437,Control
1018,2,25006,452,458,Treatment
1019,2,24894,440,447,Treatment
1019,1,25106,410,449,Control
1020,1,24886,475,445,Control
1020,2,25114,414,443,Treatment
1021,2,25091,406,403,Treatment
1021,1,24909,445,451,Control
1022,1,24980,453,484,Control
1022,2,25020,410,463,Treatment
1023,1,25005,447,445,Control
1023,2,24995,464,482,Treatment
1024,1,24968,451,444,Control
1024,2,25032,420,422,Treatment
1025,2,24848,424,446,Treatment
1025,1,25152,438,434,Control
1026,2,24995,400,440,Treatment
1026,1,25005,482,456,Control
1027,1,24780,439,433,Control
1027,2,25220,417,439,Treatment
1028,2,25190,432,422,Treatment
1028,1,24810,481,455,Control
1029,1,25214,437,433,Control
1029,2,24786,413,435,Treatment
1030,1,25058,423,406,Control
1030,2,24942,418,415,Treatment
1031,2,24984,460,442,Treatment
1031,1,25016,450,475,Control
1032,1,25036,464,457,Control
1032,2,24964,433,424,Treatment
1033,2,25012,404,453,Treatment
1033,1,24988,414,419,Control
1034,2,24807,430,433,Treatment
1034,1,25193,426,462,Control
1035,1,25011,415,442,Control
1035,2,24989,399,396,Treatment
1036,2,25021,452,435,Treatment
1036,1,24979,444,463,Control
1037,2,25024,461,484,Treatment
1037,1,24976,444,434,Control
1038,1,24973,464,421,Control
1038,2,25027,469,398,Treatment
1039,1,24968,435,443,Control
1039,2,25032,420,440,Treatment
1040,1,25309,443,465,Control
1040,2,24691,425,410,Treatment
1041,1,24896,423,417,Control
1041,2,25104,414,402,Treatment
1042,2,25057,442,494,Treatment
1042,1,24943,450,399,Control
1043,1,25062,437,411,Control
1043,2,24938,439,435,Treatment
1044,2,24993,467,420,Treatment
1044,1,25007,473,409,Control
1045,1,24880,435,435,Control
1045,2,25120,440,474,Treatment
1046,2,24807,409,427,Treatment
1046,1,25193,427,437,Control
1047,1,24941,461,449,Control
1047,2,25059,444,407,Treatment
1048,1,24735,445,426,Control
1048,2,25265,443,446,Treatment
1049,1,24923,423,434,Control
1049,2,25077,444,450,Treatment
1050,1,25113,442,445,Control
1050,2,24887,446,454,Treatment
1051,2,25177,452,442,Treatment
1051,1,24823,445,435,Control
1052,1,24879,443,434,Control
1052,2,25121,454,430,Treatment
1053,1,25119,454,434,Control
1053,2,24881,441,454,Treatment
1054,2,24956,447,427,Treatment
1054,1,25044,398,437,Control
1055,2,25048,471,456,Treatment
1055,1,24952,431,465,Control
1056,1,25125,439,469,Control
1056,2,24875,389,421,Treatment
1057,1,24890,427,417,Control
1057,2,25110,420,447,Treatment
1058,2,25154,466,462,Treatment
1058,1,24846,433,402,Control
1059,2,24911,444,442,Treatment
1059,1,25089,394,409,Control
1060,2,25041,454,465,Treatment
1060,1,24959,417,411,Control
1061,2,24997,418,447,Treatment
1061,1,25003,430,453,Control
1062,2,25182,463,418,Treatment
1062,1,24818,432,429,Control
1063,2,24956,417,432,Treatment
1063,1,25044,443,442,Control
1064,1,24983,460,463,Control
1064,2,25017,382,451,Treatment
1065,1,25132,416,419,Control
1065,2,24868,451,457,Treatment
1066,1,25061,412,446,Control
1066,2,24939,455,446,Treatment
1067,1,25091,410,430,Control
1067,2,24909,422,447,Treatment
1068,2,24972,401,443,Treatment
1068,1,25028,405,444,Control
1069,1,24990,400,405,Control
1069,2,25010,398,464,Treatment
1070,2,24923,432,394,Treatment
1070,1,25077,476,437,Control
1071,1,25190,470,410,Control
1071,2,24810,411,436,Treatment
1072,1,25059,414,461,Control
1072,2,24941,444,437,Treatment
1073,1,25057,417,422,Control
1073,2,24943,444,448,Treatment
1074,1,24835,429,428,Control
1074,2,25165,445,411,Treatment
1075,2,25107,425,418,Treatment
1075,1,24893,427,446,Control
1076,1,25139,431,447,Control
1076,2,24861,438,448,Treatment
1077,1,25022,411,439,Control
1077,2,24978,452,426,Treatment
1078,1,25011,399,452,Control
1078,2,24989,433,444,Treatment
1079,1,25028,431,427,Control
1079,2,24972,479,436,Treatment
1080,1,25261,445,433,Control
1080,2,24739,441,383,Treatment
1081,2,25083,434,431,Treatment
1081,1,24917,404,411,Control
1082,2,24821,423,449,Treatment
1082,1,25179,455,480,Control
1083,1,25097,473,427,Control
1083,2,24903,469,484,Treatment
1084,2,24890,438,443,Treatment
1084,1,25110,454,454,Control
1085,2,24974,410,451,Treatment
1085,1,25026,459,427,Control
1086,2,24851,457,420,Treatment
1086,1,25149,429,418,Control
1087,2,24983,452,420,Treatment
1087,1,25017,464,462,Control
1088,2,24903,450,434,Treatment
1088,1,25097,439,454,Control
1089,2,25056,437,471,Treatment
1089,1,24944,473,431,Control
1090,2,24690,452,478,Treatment
1090,1,25310,487,434,Control
1091,1,25256,424,445,Control
1091,2,24744,424,410,Treatment
1092,1,24846,440,447,Control
1092,2,25154,458,423,Treatment
1093,1,25046,428,430,Control
1093,2,24954,425,404,Treatment
1094,2,25035,470,429,Treatment
1094,1,24965,434,408,Control
1095,2,25054,422,440,Treatment
1095,1,24946,460,439,Control
1096,2,24895,439,440,Treatment
1096,1,25105,466,434,Control
1097,1,25084,403,434,Control
1097,2,24916,413,479,Treatment
1098,2,24915,446,413,Treatment
1098,1,25085,398,444,Control
1099,2,25059,431,455,Treatment
1099,1,24941,422,460,Control
1100,2,25216,431,444,Treatment
1100,1,24784,418,399,Control
1101,2,24869,457,462,Treatment
1101,1,25131,450,428,Control
1102,1,25055,438,416,Control
1102,2,24945,434,448,Treatment
1103,1,25102,441,459,Control
1103,2,24898,458,443,Treatment
1104,2,25026,458,454,Treatment
1104,1,24974,425,434,Control
1105,2,24932,450,450,Treatment
1105,1,25068,414,466,Control
1106,2,24942,435,391,Treatment
1106,1,25058,438,388,Control
1107,1,24960,446,424,Control
1107,2,25040,416,425,Treatment
1108,1,24986,421,439,Control
1108,2,25014,438,441,Treatment
1109,2,24867,413,428,Treatment
1109,1,25133,421,470,Control
1110,2,25073,453,432,Treatment
1110,1,24927,425,412,Control
1111,1,25098,490,446,Control
1111,2,24902,438,464,Treatment
1112,2,25096,423,456,Treatment
1112,1,24904,426,438,Control
1113,2,25071,481,442,Treatment
1113,1,24929,430,461,Control
1114,2,25051,456,440,Treatment
1114,1,24949,435,427,Control
1115,1,25029,430,471,Control
1115,2,24971,438,435,Treatment
1116,1,25086,447,418,Control
1116,2,24914,432,415,Treatment
1117,1,25105,483,424,Control
1117,2,24895,434,430,Treatment
1118,2,25062,451,419,Treatment
1118,1,24938,431,406,Control
1119,2,25154,457,443,Treatment
1119,1,24846,450,416,Control
1120,2,25023,426,474,Treatment
1120,1,24977,408,432,Control
1121,2,24927,444,390,Treatment
1121,1,25073,416,471,Control
1122,1,24910,423,471,Control
1122,2,25090,458,440,Treatment
1123,1,25159,453,422,Control
1123,2,24841,438,446,Treatment
1124,1,25067,431,455,Control
1124,2,24933,445,459,Treatment
1125,1,24863,396,418,Control
1125,2,25137,432,421,Treatment
1126,1,24982,418,441,Control
1126,2,25018,433,445,Treatment
1127,1,24946,412,408,Control
1127,2,25054,429,465,Treatment
1128,1,25065,395,438,Control
1128,2,24935,446,445,Treatment
1129,1,24900,426,430,Control
1129,2,25100,466,436,Treatment
1130,2,25037,446,442,Treatment
1130,1,24963,441,481,Control
1131,2,24930,450,460,Treatment
1131,1,25070,428,428,Control
1132,1,24801,416,462,Control
1132,2,25199,428,440,Treatment
1133,2,25081,421,443,Treatment
1133,1,24919,415,420,Control
1134,2,25042,411,411,Treatment
1134,1,24958,463,437,Control
1135,2,25014,435,397,Treatment
1135,1,24986,422,435,Control
1136,2,24990,409,468,Treatment
1136,1,25010,436,426,Control
1137,1,25028,460,455,Control
1137,2,24972,415,425,Treatment
1138,2,25204,448,454,Treatment
1138,1,24796,409,467,Control
1139,2,25205,439,449,Treatment
1139,1,24795,415,428,Control
1140,2,24993,474,438,Treatment
1140,1,25007,438,441,Control
1141,1,24946,429,428,Control
1141,2,25054,443,434,Treatment
1142,1,25212,448,449,Control
1142,2,24788,415,408,Treatment
1143,1,24975,459,476,Control
1143,2,25025,476,430,Treatment
1144,1,24910,433,419,Control
1144,2,25090,478,434,Treatment
1145,1,25180,460,411,Control
1145,2,24820,433,434,Treatment
1146,1,24990,424,463,Control
1146,2,25010,440,459,Treatment
1147,1,25097,426,442,Control
1147,2,24903,394,429,Treatment
1148,1,24977,405,441,Control
1148,2,25023,465,444,Treatment
1149,1,24964,430,430,Control
1149,2,25036,428,446,Treatment
1150,2,25079,430,430,Treatment
1150,1,24921,436,438,Control
1151,1,25227,431,474,Control
1151,2,24773,414,472,Treatment
1152,1,25048,419,448,Control
1152,2,24952,433,427,Treatment
1153,2,25146,463,454,Treatment
1153,1,24854,427,466,Control
1154,1,25161,412,436,Control
1154,2,24839,465,415,Treatment
1155,1,25031,432,390,Control
1155,2,24969,466,432,Treatment
1156,1,25262,430,438,Control
1156,2,24738,415,399,Treatment
1157,2,24878,448,442,Treatment
1157,1,25122,456,439,Control
1158,1,24859,440,424,Control
1158,2,25141,434,434,Treatment
1159,1,25084,453,435,Control
1159,2,24916,477,466,Treatment
1160,2,24966,464,408,Treatment
1160,1,25034,424,436,Control
1161,2,24900,447,448,Treatment
1161,1,25100,459,429,Control
1162,2,25002,429,435,Treatment
1162,1,24998,414,430,Control
1163,1,25040,448,442,Control
1163,2,24960,429,446,Treatment
1164,2,24946,405,429,Treatment
1164,1,25054,483,444,Control
1165,1,25030,464,446,Control
1165,2,24970,417,462,Treatment
1166,1,25125,475,437,Control
1166,2,24875,417,390,Treatment
1167,2,25074,383,421,Treatment
1167,1,24926,429,450,Control
1168,2,25054,447,436,Treatment
1168,1,24946,413,429,Control
1169,1,25075,409,427,Control
1169,2,24925,391,453,Treatment
1170,2,24857,417,419,Treatment
1170,1,25143,430,424,Control
1171,1,25113,461,466,Control
1171,2,24887,408,445,Treatment
1172,1,24822,451,452,Control
1172,2,25178,444,473,Treatment
1173,2,25055,439,462,Treatment
1173,1,24945,468,438,Control
1174,1,25153,460,470,Control
1174,2,24847,426,442,Treatment
1175,2,24915,433,440,Treatment
1175,1,25085,410,435,Control
1176,1,25002,444,416,Control
1176,2,24998,424,435,Treatment
1177,2,24908,416,466,Treatment
1177,1,25092,425,464,Control
1178,2,24969,390,423,Treatment
1178,1,25031,404,450,Control
1179,2,24982,455,409,Treatment
1179,1,25018,396,418,Control
1180,1,25021,464,426,Control
1180,2,24979,457,436,Treatment
1181,1,25055,446,432,Control
1181,2,24945,447,461,Treatment
1182,1,25221,454,415,Control
1182,2,24779,428,442,Treatment
1183,2,24996,443,443,Treatment
1183,1,25004,481,436,Control
1184,1,24904,429,436,Control
1184,2,25096,412,412,Treatment
1185,1,24976,448,451,Control
1185,2,25024,446,420,Treatment
1186,1,25076,459,419,Control
1186,2,24924,422,482,Treatment
1187,1,25097,435,454,Control
1187,2,24903,451,425,Treatment
1188,1,25107,480,407,Control
1188,2,24893,427,431,Treatment
1189,2,24914,425,419,Treatment
1189,1,25086,462,428,Control
1190,1,25144,432,416,Control
1190,2,24856,463,484,Treatment
1191,1,25027,476,432,Control
1191,2,24973,443,410,Treatment
1192,1,25054,453,419,Control
1192,2,24946,426,442,Treatment
1193,2,25038,470,437,Treatment
1193,1,24962,450,397,Control
1194,2,24888,416,409,Treatment
1194,1,25112,476,420,Control
1195,1,25082,444,438,Control
1195,2,24918,416,440,Treatment
1196,1,24769,424,439,Control
1196,2,25231,437,445,Treatment
1197,2,25100,450,422,Treatment
1197,1,24900,429,399,Control
1198,1,24835,430,449,Control
1198,2,25165,465,425,Treatment
1199,2,24864,471,437,Treatment
1199,1,25136,443,434,Control
1200,2,24987,455,449,Treatment
1200,1,25013,463,445,Control
1201,1,24996,462,420,Control
1201,2,25004,425,441,Treatment
1202,2,25129,417,458,Treatment
1202,1,24871,437,450,Control
1203,2,24927,436,456,Treatment
1203,1,25073,437,422,Control
1204,1,25239,409,427,Control
1204,2,24761,428,444,Treatment
1205,2,24893,431,431,Treatment
1205,1,25107,405,451,Control
1206,1,25039,409,467,Control
1206,2,24961,437,421,Treatment
1207,1,24961,438,459,Control
1207,2,25039,437,411,Treatment
1208,2,24837,460,431,Treatment
1208,1,25163,455,438,Control
1209,2,25011,418,430,Treatment
1209,1,24989,427,421,Control
1210,2,24896,431,423,Treatment
1210,1,25104,465,481,Control
1211,1,24943,451,403,Control
1211,2,25057,384,428,Treatment
1212,1,24970,435,428,Control
1212,2,25030,439,439,Treatment
1213,1,24984,411,410,Control
1213,2,25016,457,440,Treatment
1214,1,24948,461,446,Control
1214,2,25052,423,439,Treatment
1215,2,25228,431,478,Treatment
1215,1,24772,462,433,Control
1216,1,25066,455,436,Control
1216,2,24934,427,456,Treatment
1217,2,25070,439,482,Treatment
1217,1,24930,458,420,Control
1218,2,25230,465,402,Treatment
1218,1,24770,431,453,Control
1219,2,24994,431,430,Treatment
1219,1,25006,467,455,Control
1220,1,24961,448,451,Control
1220,2,25039,433,445,Treatment
1221,1,24996,460,414,Control
1221,2,25004,431,443,Treatment
1222,1,25049,454,438,Control
1222,2,24951,439,410,Treatment
1223,2,24953,445,410,Treatment
1223,1,25047,457,435,Control
1224,1,24855,429,427,Control
1224,2,25145,406,460,Treatment
1225,2,25077,467,470,Treatment
1225,1,24923,437,475,Control
1226,1,24954,444,466,Control
1226,2,25046,425,465,Treatment
1227,1,25220,451,464,Control
1227,2,24780,456,437,Treatment
1228,2,24747,492,422,Treatment
1228,1,25253,451,436,Control
1229,1,25078,443,454,Control
1229,2,24922,432,424,Treatment
1230,1,25112,488,440,Control
1230,2,24888,438,413,Treatment
1231,2,25088,458,414,Treatment
1231,1,24912,450,422,Control
1232,1,24958,387,420,Control
1232,2,25042,440,422,Treatment
1233,1,24980,433,456,Control
1233,2,25020,396,435,Treatment
1234,1,24912,479,451,Control
1234,2,25088,424,421,Treatment
1235,2,24974,420,443,Treatment
1235,1,25026,471,424,Control
1236,2,25193,446,461,Treatment
1236,1,24807,444,439,Control
1237,2,25090,460,454,Treatment
1237,1,24910,440,448,Control
1238,1,24846,428,461,Control
1238,2,25154,477,441,Treatment
1239,2,25035,454,448,Treatment
1239,1,24965,432,439,Control
1240,1,25008,444,467,Control
1240,2,24992,489,445,Treatment
1241,1,25208,443,440,Control
1241,2,24792,449,446,Treatment
1242,2,25048,424,418,Treatment
1242,1,24952,431,451,Control
1243,1,24987,451,427,Control
1243,2,25013,436,438,Treatment
1244,2,25100,439,446,Treatment
1244,1,24900,451,435,Control
1245,2,24849,449,425,Treatment
1245,1,25151,452,421,Control
1246,1,25060,449,473,Control
1246,2,24940,412,422,Treatment
1247,1,25022,450,396,Control
1247,2,24978,409,467,Treatment
1248,2,25054,470,437,Treatment
1248,1,24946,460,419,Control
1249,1,25032,434,438,Control
1249,2,24968,440,444,Treatment
1250,1,24950,401,473,Control
1250,2,25050,445,460,Treatment
1251,2,24832,461,423,Treatment
1251,1,25168,419,445,Control
1252,1,25093,439,429,Control
1252,2,24907,415,397,Treatment
1253,1,25072,427,419,Control
1253,2,24928,439,397,Treatment
1254,1,25031,464,437,Control
1254,2,24969,405,464,Treatment
1255,1,24966,474,435,Control
1255,2,25034,443,396,Treatment
1256,2,24915,462,446,Treatment
1256,1,25085,410,423,Control
1257,2,24891,447,420,Treatment
1257,1,25109,451,419,Control
1258,2,24921,465,420,Treatment
1258,1,25079,451,463,Control
1259,2,24854,450,450,Treatment
1259,1,25146,444,442,Control
1260,1,24972,447,457,Control
1260,2,25028,378,458,Treatment
1261,1,24864,448,466,Control
1261,2,25136,445,429,Treatment
1262,2,24957,411,433,Treatment
1262,1,25043,444,420,Control
1263,2,24915,426,465,Treatment
1263,1,25085,470,445,Control
1264,2,24979,437,439,Treatment
1264,1,25021,456,484,Control
1265,1,24930,464,428,Control
1265,2,25070,418,422,Treatment
1266,2,25034,419,437,Treatment
1266,1,24966,481,441,Control
1267,1,24918,437,434,Control
1267,2,25082,456,464,Treatment
1268,2,24963,423,420,Treatment
1268,1,25037,416,417,Control
1269,1,25071,449,408,Control
1269,2,24929,433,440,Treatment
1270,2,24953,416,421,Treatment
1270,1,25047,425,469,Control
1271,1,25097,442,385,Control
1271,2,24903,395,433,Treatment
1272,2,24977,433,454,Treatment
1272,1,25023,468,436,Control
1273,1,24959,445,439,Control
1273,2,25041,444,429,Treatment
1274,1,24920,445,424,Control
1274,2,25080,450,450,Treatment
1275,1,24981,433,457,Control
1275,2,25019,428,462,Treatment
1276,2,25170,438,450,Treatment
1276,1,24830,435,455,Control
1277,2,25129,396,413,Treatment
1277,1,24871,471,428,Control
1278,1,24897,459,401,Control
1278,2,25103,429,437,Treatment
1279,2,24870,434,411,Treatment
1279,1,25130,469,448,Control
1280,1,25163,474,441,Control
1280,2,24837,428,429,Treatment
1281,2,25219,431,467,Treatment
1281,1,24781,438,440,Control
1282,2,25070,451,437,Treatment
1282,1,24930,436,394,Control
1283,1,24788,458,464,Control
1283,2,25212,440,469,Treatment
1284,1,24983,463,449,Control
1284,2,25017,440,406,Treatment
1285,1,24855,440,449,Control
1285,2,25145,463,444,Treatment
1286,1,25053,449,393,Control
1286,2,24947,451,413,Treatment
1287,2,24898,463,433,Treatment
1287,1,25102,437,398,Control
1288,2,25231,466,449,Treatment
1288,1,24769,461,455,Control
1289,2,25062,413,481,Treatment
1289,1,24938,456,453,Control
1290,2,25011,445,459,Treatment
1290,1,24989,434,440,Control
1291,1,24901,466,436,Control
1291,2,25099,414,466,Treatment
1292,2,25001,458,433,Treatment
1292,1,24999,434,459,Control
1293,1,25008,417,455,Control
1293,2,24992,430,443,Treatment
1294,2,24793,417,438,Treatment
1294,1,25207,417,438,Control
1295,1,24933,464,462,Control
1295,2,25067,427,446,Treatment
1296,2,25051,447,408,Treatment
1296,1,24949,438,412,Control
1297,1,24963,435,425,Control
1297,2,25037,478,401,Treatment
1298,1,25116,435,423,Control
1298,2,24884,424,422,Treatment
1299,1,24836,444,428,Control
1299,2,25164,451,407,Treatment
1300,1,25148,460,451,Control
1300,2,24852,419,430,Treatment
1301,2,25004,412,444,Treatment
1301,1,24996,430,439,Control
1302,2,25068,431,448,Treatment
1302,1,24932,416,436,Control
1303,2,25062,404,415,Treatment
1303,1,24938,433,432,Control
1304,2,24948,435,441,Treatment
1304,1,25052,461,456,Control
1305,1,24938,388,411,Control
1305,2,25062,449,450,Treatment
1306,1,25047,449,444,Control
1306,2,24953,420,413,Treatment
1307,2,25007,414,448,Treatment
1307,1,24993,446,387,Control
1308,2,24995,435,421,Treatment
1308,1,25005,433,457,Control
1309,2,25088,446,439,Treatment
1309,1,24912,428,466,Control
1310,1,25191,443,445,Control
1310,2,24809,429,437,Treatment
1311,2,25136,467,439,Treatment
1311,1,24864,419,449,Control
1312,1,25091,409,410,Control
1312,2,24909,442,424,Treatment
1313,1,24908,435,441,Control
1313,2,25092,438,438,Treatment
1314,2,25010,460,426,Treatment
1314,1,24990,424,429,Control
1315,1,25015,425,469,Control
1315,2,24985,390,419,Treatment
1316,2,25026,422,458,Treatment
1316,1,24974,430,468,Control
1317,2,24975,435,414,Treatment
1317,1,25025,460,427,Control
1318,1,24703,408,463,Control
1318,2,25297,456,454,Treatment
1319,1,25166,463,473,Control
1319,2,24834,425,413,Treatment
1320,1,24942,403,458,Control
1320,2,25058,416,431,Treatment
1321,1,25108,420,435,Control
1321,2,24892,445,421,Treatment
1322,2,25014,458,411,Treatment
1322,1,24986,414,465,Control
1323,2,24825,421,468,Treatment
1323,1,25175,464,413,Control
1324,2,24923,414,404,Treatment
1324,1,25077,436,469,Control
1325,2,25262,474,421,Treatment
1325,1,24738,442,428,Control
1326,2,25150,410,439,Treatment
1326,1,24850,456,417,Control
1327,2,24893,471,416,Treatment
1327,1,25107,420,400,Control
1328,2,25139,429,398,Treatment
1328,1,24861,426,423,Control
1329,1,25187,457,438,Control
1329,2,24813,445,468,Treatment
1330,2,25110,442,470,Treatment
1330,1,24890,439,416,Control
1331,1,25089,422,427,Control
1331,2,24911,405,433,Treatment
1332,2,25068,423,419,Treatment
1332,1,24932,451,423,Control
1333,1,25011,460,439,Control
1333,2,24989,437,430,Treatment
1334,1,24870,440,467,Control
1334,2,25130,430,459,Treatment
1335,1,25176,423,439,Control
1335,2,24824,407,439,Treatment
1336,1,25192,442,429,Control
1336,2,24808,451,411,Treatment
1337,1,25076,432,431,Control
1337,2,24924,429,413,Treatment
1338,1,25006,420,431,Control
1338,2,24994,409,415,Treatment
1339,2,25005,412,440,Treatment
1339,1,24995,467,451,Control
1340,2,24880,460,437,Treatment
1340,1,25120,473,436,Control
1341,2,25044,442,424,Treatment
1341,1,24956,440,471,Control
1342,2,25249,439,419,Treatment
1342,1,24751,482,447,Control
1343,1,24941,467,445,Control
1343,2,25059,443,443,Treatment
1344,2,24942,434,477,Treatment
1344,1,25058,439,429,Control
1345,1,25077,453,429,Control
1345,2,24923,420,455,Treatment
1346,2,25033,475,446,Treatment
1346,1,24967,430,411,Control
1347,1,24987,447,430,Control
1347,2,25013,425,405,Treatment
1348,2,24999,431,473,Treatment
1348,1,25001,408,448,Control
1349,2,24994,433,425,Treatment
1349,1,25006,446,399,Control
1350,1,25105,420,437,Control
1350,2,24895,434,419,Treatment
1351,1,25090,441,442,Control
1351,2,24910,455,421,Treatment
1352,2,25103,470,430,Treatment
1352,1,24897,425,437,Control
1353,2,24949,477,461,Treatment
1353,1,25051,424,457,Control
1354,1,25010,466,482,Control
1354,2,24990,434,416,Treatment
1355,1,25016,423,401,Control
1355,2,24984,411,443,Treatment
1356,2,25109,461,475,Treatment
1356,1,24891,439,459,Control
1357,1,25153,469,457,Control
1357,2,24847,422,418,Treatment
1358,1,24993,457,430,Control
1358,2,25007,404,471,Treatment
1359,1,25080,454,393,Control
1359,2,24920,418,436,Treatment
1360,2,24887,436,451,Treatment
1360,1,25113,438,427,Control
1361,1,24846,467,409,Control
1361,2,25154,420,414,Treatment
1362,2,25052,435,455,Treatment
1362,1,24948,405,413,Control
1363,1,24927,406,426,Control
1363,2,25073,456,428,Treatment
1364,1,24852,434,431,Control
1364,2,25148,430,412,Treatment
1365,2,25005,454,424,Treatment
1365,1,24995,457,446,Control
1366,1,25007,463,433,Control
1366,2,24993,435,444,Treatment
1367,2,25206,445,442,Treatment
1367,1,24794,408,416,Control
1368,1,25119,443,432,Control
1368,2,24881,442,419,Treatment
1369,2,25104,462,445,Treatment
1369,1,24896,454,470,Control
1370,1,24791,411,410,Control
1370,2,25209,413,422,Treatment
1371,2,24966,425,394,Treatment
